"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Morales D.; Rhodes T.; O'Reilly K.M.","Morales, Daniela (59007915000); Rhodes, Tim (57218603857); O'Reilly, Kathleen M (57204318207)","59007915000; 57218603857; 57204318207","Stakeholder Interviews to Inform Best Practice for Public Facing COVID-19 Wastewater Dashboards","2025","Gates Open Research","8","","61","","","0","10.12688/gatesopenres.15489.2","https://www.scopus.com/pages/publications/105010613990?origin=resultslist","Background: Wastewater (WW) -based epidemiology is the detection of pathogens and chemicals from wastewater, typically sewage systems. Its use gained popularity during the COVID-19 pandemic as a rapid and non-invasive way to assess infection prevalence in a population. Public facing dashboards for SARS-CoV-2 were developed in response to the discovery that RNA biomarkers were being shed in faeces before symptoms. However, there is not a standard template or guidance for countries to follow. The aim of this research is to reflect on how currently available dashboards evolved during the pandemic and identify suitable content and rationale from these experiences. Methods: Interviews were carried out with implementers and users of dashboards for SARS-CoV-2 WW data across Europe and North America. The interviews addressed commonalities and inconsistencies in displaying epidemiological data of SARS-CoV-2, clinical parameters of COVID-19, data on variants, and data transparency. Results: The thematic analysis identified WW dashboard elements that can facilitate standardization, or at least interoperability. These elements emphasise communication among developers under the same organization, open access for identified stakeholders, and data summarized with a time-intensive graphic analysis through normalizing at least by population. Simultaneous communication of clinical surveillance is recommended. More research is needed on flow and faecal indicators for normalization of WW data, and on the analysis and representation of variants. Discussion: WW dashboard development between 2020-2023 provided a ‘real-time’ iterative process of data representation, and several recommendations have been identified. Communication of data through dashboards has the potential to support early warning systems for infectious diseases. Copyright: © 2025 Morales D et al.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105010613990"
"Laird T.S.; Hamilton M.; William N.; Karanwal S.; Marsh K.; Evans J.","Laird, Tonje Sande (59528769100); Hamilton, Mark (55523307600); William, Naoma (57201429042); Karanwal, Shivani (58714896100); Marsh, Kimberly (8682638100); Evans, Josie (35601144400)","59528769100; 55523307600; 57201429042; 58714896100; 8682638100; 35601144400","Trends in human parainfluenza virus in Scotland before and after the peak of the COVID-19 pandemic, January 2017 to October 2023","2025","Eurosurveillance","30","2","2400147","","","2","10.2807/1560-7917.ES.2025.30.2.2400147","https://www.scopus.com/pages/publications/85216049878?origin=resultslist","Background: Human parainfluenza viruses (HPIV) commonly cause upper respiratory tract infections, with potential for severe lower respiratory complications. Understanding seasonal increases informs strategies to prevent HPIV spreading. Aim: We examined the impact of COVID-19 on HPIV epidemiological and clinical patterns in Scotland using non-sentinel and sentinel surveillance data. Methods: Information on HPIV swab positivity (January 2017–October 2023) and demographic data was obtained from the Electronic Communication of Surveillance in Scotland (ECOSS) non-sentinel surveillance sources (laboratory-based data from hospital and community) and the Community Acute Respiratory Infection (CARI) sentinel surveillance programme (enhanced surveillance and symptom data). Results: In 2020 during early COVID-19 waves, HPIV detection decreased aligning with lockdowns and preventive measures. In summer 2021, HPIV positivity increased, with HPIV-3 possibly reverting to pre-pandemic seasonality, but HPIV-1 not yet re-establishing alternate-year peaks. Most positive results from non-sentinel sources came from hospital tests. Sentinel surveillance (CARI) complemented non-sentinel data, offering community-level insights. There was no significant difference in CARI swab positivity by sex in any age group. Consistent with historical trends, children under five years exhibited highest test positivity: 9.3% (95% CI: 7.6–11.2) in females and 8.5% (95% CI 7.0–10.2) in males. Conclusion: The COVID-19 pandemic impacted HPIV detection in Scotland. The decline during the pandemic peak and subsequent partial resurgence underscores the complex interplay between viral epidemiology and public health measures. Combining diverse surveillance systems provides a comprehensive understanding of HPIV dynamics. Insights into age-specific and symptom-associated patterns contribute to understanding HPIV epidemiology and refining public health strategies. © 2025 European Centre for Disease Prevention and Control (ECDC). All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85216049878"
"Jo W.; Lee J.; Park J.; Kim Y.","Jo, Wonkwang (57210916078); Lee, Jaeho (57415799000); Park, Junli (57217039062); Kim, Yeol (57658915700)","57210916078; 57415799000; 57217039062; 57658915700","Online information exchange and anxiety spread in the early stage of the novel coronavirus (COVID-19) outbreak in South Korea: Structural topic model and network analysis","2020","Journal of Medical Internet Research","22","6","e19455","","","76","10.2196/19455","https://www.scopus.com/pages/publications/85085905345?origin=resultslist","Background: In case of a population-wide infectious disease outbreak, such as the novel coronavirus disease (COVID-19), people's online activities could significantly affect public concerns and health behaviors due to difficulty in accessing credible information from reliable sources, which in turn causes people to seek necessary information on the web. Therefore, measuring and analyzing online health communication and public sentiment is essential for establishing effective and efficient disease control policies, especially in the early stage of an outbreak. Objective: This study aimed to investigate the trends of online health communication, analyze the focus of people's anxiety in the early stages of COVID-19, and evaluate the appropriateness of online information. Methods: We collected 13,148 questions and 29,040 answers related to COVID-19 from Naver, the most popular Korean web portal (January 20, 2020, to March 2, 2020). Three main methods were used in this study: (1) the structural topic model was used to examine the topics in the online questions; (2) word network analysis was conducted to analyze the focus of people's anxiety and worry in the questions; and (3) two medical doctors assessed the appropriateness of the answers to the questions, which were primarily related to people's anxiety. Results: A total of 50 topics and 6 cohesive topic communities were identified from the questions. Among them, topic community 4 (suspecting COVID-19 infection after developing a particular symptom) accounted for the largest portion of the questions. As the number of confirmed patients increased, the proportion of topics belonging to topic community 4 also increased. Additionally, the prolonged situation led to a slight increase in the proportion of topics related to job issues. People's anxieties and worries were closely related with physical symptoms and self-protection methods. Although relatively appropriate to suspect physical symptoms, a high proportion of answers related to self-protection methods were assessed as misinformation or advertisements. Conclusions: Search activity for online information regarding the COVID-19 outbreak has been active. Many of the online questions were related to people's anxieties and worries. A considerable portion of corresponding answers had false information or were advertisements. The study results could contribute reference information to various countries that need to monitor public anxiety and provide appropriate information in the early stage of an infectious disease outbreak, including COVID-19. Our research also contributes to developing methods for measuring public opinion and sentiment in an epidemic situation based on natural language data on the internet. © Wonkwang Jo, Jaeho Lee, Junli Park, Yeol Kim.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85085905345"
"Maleki A.; Mehrbod P.; Bokharaei-Salim F.; Eybpoosh S.; Tavakoli M.; Mohammadnejad A.E.; Hosseini Z.; Kashanian S.; Asadi L.F.; Salehi-Vaziri M.; Fotouhi F.","Maleki, Ali (57209305326); Mehrbod, Parvaneh (35088483300); Bokharaei-Salim, Farah (36968039100); Eybpoosh, Sana (36621701800); Tavakoli, Mahsa (57212036368); Mohammadnejad, Azita Eshratkhah (58763300200); Hosseini, Zahra (58411371600); Kashanian, Setareh (57349177900); Asadi, Laya Farhan (58143209000); Salehi-Vaziri, Mostafa (56179253200); Fotouhi, Fatemeh (23988377800)","57209305326; 35088483300; 36968039100; 36621701800; 57212036368; 58763300200; 58411371600; 57349177900; 58143209000; 56179253200; 23988377800","Epidemiological surveillance of respiratory viral infections in SARS-CoV-2-negative samples during COVID-19 pandemic in Iran","2023","Virology Journal","20","1","296","","","4","10.1186/s12985-023-02226-5","https://www.scopus.com/pages/publications/85179650887?origin=resultslist","Background: To improve the patient care, public health surveillance, and infection control, it is crucial to identify the presence and frequency of the common respiratory infections in individuals with COVID-19 symptoms but tested negative for SARS-CoV-2. This study aimed to shed light on this during the COVID-19 pandemic in Iran. Methods: In this cross-sectional study, a total of 1,002 patients with acute respiratory infection who had negative SARS-CoV-2 test results and referred to Valfajr Health Center, the National Collaborating Laboratory of Influenza and COVID-19 National Reference Laboratory at Pasteur Institute of Iran were recruited between January 2020 and January 2022. Nasopharyngeal and oropharyngeal swab samples were collected to detect 17 common respiratory viruses via TaqMan one-step real-time multiplex PCR. Demographic and clinical data of the participants were obtained from their electronic medical records. Results: In total, 218 samples (21.8%) were tested positive for at least one respiratory virus infection. Most of the common investigated respiratory viruses belonged to the years 2020 and 2022. The number of investigated patients in 2021 was few, which highlights the impact of health measures following the COVID-19 pandemic in Iran. Influenza A was the most common virus (5.8%), while adenovirus had the lowest prevalence (0.1%). Although the rate of respiratory virus infection was higher in men (24%) compared to women (19.3%), this difference was not statistically significant (P = 0.069). The prevalence of respiratory viruses had an inverse association with increasing age, with the highest rate (55.6%) observed in the age group below 2 years and the lowest rate (12.7%) in those above 65 years. Conclusion: Our findings underscore the significance of adopting a comprehensive approach to respiratory infections detection and management. These results can be employed for the development of syndromic surveillance systems and implementation of the effective infection control measures. Furthermore, the results contribute to better understanding of the dynamics of respiratory viruses, both during pandemic periods and in non-pandemic contexts. © 2023, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85179650887"
"Bhardwaj S.; Choudhary M.L.; Chadha M.S.; Kinikar A.; Bavdekar A.; Gujar N.; dcosta P.; Kulkarni R.; Bafna S.; Salvi S.; Padbidri V.; Potdar V.","Bhardwaj, Sumit (57201212336); Choudhary, Manohar Lal (36458130600); Chadha, Mandeep S (7005351475); Kinikar, Aarti (6506892585); Bavdekar, Ashish (6701800429); Gujar, Nilesh (57206698516); dcosta, Pradeep (59454732800); Kulkarni, Rajesh (35785910800); Bafna, Sanjay (57207929980); Salvi, Sonali (57190067125); Padbidri, Vikram (57193305708); Potdar, Varsha (23470509100)","57201212336; 36458130600; 7005351475; 6506892585; 6701800429; 57206698516; 59454732800; 35785910800; 57207929980; 57190067125; 57193305708; 23470509100","Resurgence of respiratory syncytial virus infection during COVID-19 pandemic in Pune, India","2024","BMC Infectious Diseases","24","1","586","","","11","10.1186/s12879-024-09426-6","https://www.scopus.com/pages/publications/85195949100?origin=resultslist","Introduction: Respiratory Syncytial Virus (RSV) is a leading cause of acute lower respiratory infection in children worldwide. Understanding its prevalence, variations, and characteristics is vital, particularly in the context of the COVID-19 pandemic. Objective: The study aimed to investigate the RSV positivity rate, subtype prevalence, age and gender distribution, symptomatology, and co-infection rates during pre-pandemic and pandemic periods. Methods: We analyzed data from 15,381 patients tested for RSV between 2017 and 2023. Results: Our analysis revealed a 7.2% average RSV positivity rate in the pre-pandemic period, with significant fluctuations during the pandemic (1.5% in 2020 to 32.0% in 2021). We observed variations in RSVA and RSVB detection rates. The 0–4 years’ age group was consistently the most affected, with a slight male predominance. Fever and cough were common symptoms. Therapeutic interventions, particularly antiviral usage and ventilation requirements, decreased during the pandemic. We also identified variations in co-infection rates with other respiratory viruses. Conclusion: Our study offers critical insights into the impact of the COVID-19 pandemic on RSV prevalence, subtype distribution, patient characteristics, and clinical management. These findings underscore the need for ongoing surveillance and adaptive public health responses. © The Author(s) 2024.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85195949100"
"Ferreira-Junior A.S.; Borgonovi T.F.; De Salis L.V.V.; Leite A.Z.; Dantas A.S.; De Salis G.V.V.; Cruz G.N.F.; De Oliveira L.F.V.; Gomes E.; Penna A.L.B.; De Oliveira G.L.V.","Ferreira-Junior, Alexandre Soares (57885876900); Borgonovi, Tais Fernanda (57201188464); De Salis, Larissa Vedovato Vilela (57214861950); Leite, Aline Zazeri (57194655560); Dantas, Amanda Soares (57399747300); De Salis, Guilherme Vedovato Vilela (57758166400); Cruz, Giuliano Netto Flores (57214865014); De Oliveira, Luiz Felipe Valter (55266148000); Gomes, Eleni (7102464204); Penna, Ana Lúcia Barretto (7006913368); De Oliveira, Gislane Lelis Vilela (56522526200)","57885876900; 57201188464; 57214861950; 57194655560; 57399747300; 57758166400; 57214865014; 55266148000; 7102464204; 7006913368; 56522526200","Detection of Intestinal Dysbiosis in Post-COVID-19 Patients One to Eight Months after Acute Disease Resolution","2022","International Journal of Environmental Research and Public Health","19","16","10189","","","34","10.3390/ijerph191610189","https://www.scopus.com/pages/publications/85137791724?origin=resultslist","The intestinal microbiota plays an important role in the immune response against viral infections, modulating both innate and adaptive immune responses. The cytokine storm is associated with COVID-19 severity, and the patient’s immune status is influenced by the intestinal microbiota in a gut-lung bidirectional interaction. In this study, we evaluate the intestinal microbiota of Brazilian patients in different post-COVID-19 periods, and correlate this with clinical data and the antibiotic therapy used during the acute phase. DNA extracted from stool samples was sequenced and total anti-SARS-CoV-2 antibodies and C-reactive protein were quantified. Compared with controls, there were significant differences in the microbiota diversity in post-COVID-19 patients, suggesting an intestinal dysbiosis even several months after acute disease resolution. Additionally, we detected some genera possibly associated with the post-COVID-19 dysbiosis, including Desulfovibrio, Haemophillus, Dialister, and Prevotella, in addition to decreased beneficial microbes, associated with antibiotic-induced dysbiosis, such as Bifidobacterium and Akkermansia. Therefore, our hypothesis is that dysbiosis and the indiscriminate use of antibiotics during the pandemic may be associated with post-COVID-19 clinical manifestations. In our study, 39% (n = 58) of patients reported symptoms, including fatigue, dyspnea, myalgia, alopecia, anxiety, memory loss, and depression. These data suggest that microbiota modulation may represent a target for recovery from acute COVID-19 and a therapeutic approach for post-COVID-19 sequelae. © 2022 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85137791724"
"Ahmed M.M.; Sayed A.M.; El Abd D.; El Sayed I.T.; Elkholy Y.S.; Fares A.H.; Fares S.","Ahmed, Marwa M. (57222634701); Sayed, Amal M. (56823120300); El Abd, Dina (55220020700); El Sayed, Inas T. (60366080600); Elkholy, Yasmine S. (60626910400); Fares, Ahmed H. (55405352900); Fares, Samar (57207784250)","57222634701; 56823120300; 55220020700; 60366080600; 60626910400; 55405352900; 57207784250","Diagnosis of coronavirus disease 2019 and the potential role of deep learning: insights from the experience of Cairo University Hospitals","2022","Journal of International Medical Research","50","7","","","","3","10.1177/03000605221109392","https://www.scopus.com/pages/publications/85134776064?origin=resultslist","Objectives: Early detection of coronavirus disease 2019 (COVID-19) is crucial for patients and public health to ensure pandemic control. We aimed to correlate clinical and laboratory data of patients with COVID-19 and their polymerase chain reaction (PCR) results and to assess the accuracy of a deep learning model in diagnosing COVID-19. Methods: This was a retrospective study using an anonymized dataset of patients with suspected COVID-19. Only patients with a complete dataset were included (n = 440). A deep analytics framework and dual-modal approach for PCR-based classification was used, integrating symptoms and laboratory-based modalities. Results: Participants with loss of smell or taste were two times more likely to have positive PCR results (odds ratio [OR] 1.86). Participants with neutropenia, high serum ferritin, or monocytosis were three, four, and five times more likely to have positive PCR results (OR 2.69, 4.18, 5.42, respectively). The rate of accuracy achieved using the deep learning framework was 78%, with sensitivity of 83.9% and specificity of 71.4%. Conclusion: Loss of smell or taste, neutropenia, monocytosis, and high serum ferritin should be routinely assessed with suspected COVID-19 infection. The use of deep learning for diagnosis is a promising tool that can be implemented in the primary care setting. © The Author(s) 2022.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85134776064"
"Binnickera M.J.","Binnickera, Matthew J. (6506870190)","6506870190","Can Testing Predict SARS-CoV-2 Infectivity? The Potential for Certain Methods to Be Surrogates for Replication-Competent Virus","2021","Journal of Clinical Microbiology","59","11","e00469-21","","","64","10.1128/JCM.00469-21","https://www.scopus.com/pages/publications/85117693629?origin=resultslist","Since the beginning of the COVID-19 pandemic, molecular methods (e.g., real-time PCR) have been the primary means of diagnosing the disease. It is now well established that molecular tests can continue to detect SARS-CoV-2 genomic RNA for weeks or months following the resolution of clinical illness. This has prompted public health agencies to recommend a symptom- and/or time-based strategy for discontinuation of isolation precautions, which, for hospitalized patients, results in significant use of personal protective equipment. Due to the inability of current molecular diagnostic assays to differentiate between the presence of remnant viral RNA (i.e., noninfectious) and replication-competent (i.e., infectious) virus, there has been interest in determining whether laboratory tests can be used to predict an individual’s likelihood of transmitting the virus to others. This review will highlight what is currently known about the potential for existing assays, such as real-time PCR and antigen tests, to predict active viral infection. In addition, data on the performance of new methods, such as molecular tests targeting viral RNA intermediates (e.g., subgenomic RNA), will be discussed. © 2021 American Society for Microbiology. All Rights Reserved.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85117693629"
"Del Vecchio Blanco G.; Calabrese E.; Biancone L.; Monteleone G.; Paoluzi O.A.","Del Vecchio Blanco, Giovanna (6603035009); Calabrese, Emma (7102735047); Biancone, Livia (16030647200); Monteleone, Giovanni (57898760200); Paoluzi, Omero Alessandro (7004311647)","6603035009; 7102735047; 16030647200; 57898760200; 7004311647","The impact of COVID-19 pandemic in the colorectal cancer prevention","2020","International Journal of Colorectal Disease","35","10","","1951","1954","83","10.1007/s00384-020-03635-6","https://www.scopus.com/pages/publications/85086034734?origin=resultslist","Background: The coronavirus disease 2019 (COVID-19) has led to a policy of severe restrictions in almost all countries strongly involved by the pandemic. National Health System is among activities suffering from the COVID-19 and the lockdown. Aim: To evaluate the impact of COVID-19 in colorectal cancer (CRC) prevention. Methods: We report the change in the hospital organization to meet the growing healthcare needs determined by COVID-19. The limitations of CRC prevention secondary to COVID-19 and their effects on the healthcare are analyzed considering the features of the CRC screening programs in the average-risk population and endoscopic surveillance in patients with inflammatory bowel diseases (IBD). Results: The interruption of CRC prevention may lead to a delayed diagnosis of CRC, possibly in a more advanced stage. The economic burden and the impact on workload for gastroenterologists, surgeons, and oncologists will be greater as long as the CRC prevention remains suspended. To respond to the increased demand for colonoscopy once COVID-19 will be under control, we should optimize the resources. It will be necessary to stratify the CRC risk and reach an order of priority. It should be implemented the number of health workers, equipment, and spaces dedicated to performing colonoscopy for screening purpose and in subjects with alarm symptoms in the shortest time. To this aim, the funds earmarked for healthcare should be increased. Conclusion: The economic impact will be dramatic, but COVID-19 is the demonstration that healthcare has to be the primary goal of humans. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85086034734"
"Ranjan P.; Sadique M.A.; Yadav S.; Parihar A.; Khan R.","Ranjan, Pushpesh (57219602744); Sadique, Mohd. Abubakar (57222713165); Yadav, Shalu (57221800176); Parihar, Arpana (57219601441); Khan, Raju (19337534900)","57219602744; 57222713165; 57221800176; 57219601441; 19337534900","Miniaturized analytical system for point-of-care coronavirus infection diagnostics","2022","Advanced Biosensors for Virus Detection: Smart Diagnostics to Combat SARS-CoV-2","","","","305","340","1","10.1016/B978-0-12-824494-4.00015-1","https://www.scopus.com/pages/publications/85129688180?origin=resultslist","Amid several coronaviruses that emerged in history, the emergence of severe acute respiratory syndrome-coronavirus (SARS-CoV) and Middle East respiratory syndrome-coronavirus (MERS-CoV) have caused grave danger to public health in 2002 and 2012, respectively. By the end of December 2019, a zoonotic virus has upsurged in Wuhan, China. In initial testing, 27 patients with clinical indications of pneumonia, fever, difficulty in breathing, and lung infection were recognized. In the course of ongoing scientific studies, World Health Organization (WHO) suggested the temporary name of this novel virus as “2019-nCoV” initially but later this disease was officially designated as COVID-19. WHO declared this epidemic of SARS-CoV-2 as pandemic on March 11, 2020. The incubation period of SARS-CoV-2 is 2–7 days, before the arrival of infection. This stage is mostly asymptomatic and infectious due to which virus can swiftly be transmitted from infected human to healthy individual. It spread via respiratory droplets from coughing and sneezing and throws itself into the nasal system by inhaling and begins replicating. Moreover, due to this contagious nature of the virus, the pandemic caused severe threats to the socio-economic conditions of developing and developed nations worldwide. The most common reported symptoms of the SARS-CoV-2 are cough, fever, fatigue, runny nose, difficulty in breathing, and diarrhea. Additionally, the SARS-CoV-2 ribonucleic acid (RNA) has been in feces of symptomatic as well as in asymptomatic patients As of now, March 23, 2021, there have been more than 1.2 billion confirmed cases of COVID-19 as well as 2.7 million deaths reported to WHO due to its high infectivity nature of the SARS-CoV-2 virus. According to clinical properties, these three viruses, SARS-CoV, MERS-CoV, and SARS-CoV-2 have appeared indifferent from each other. On-going pandemic SARS-CoV-2 is a positive enveloped, and single-stranded RNA virus that belongs to the beta coronavirus genus of Coronaviridae family with virion diameter approximately 60–140 nm and having 30,000 bases in length for RNA sequencing. Like other beta coronaviruses, SARS-CoV-2 has crown-like Spike glycoprotein (S), Matrix proteins (M), and outer envelope (E) encapsulating the RNA and nucleoprotein (N). Out of these viral proteins, M and E-proteins make a ball protecting the RNA genetic core that is enfolded by the N-protein in a “beads-on-a-string” type shape. In other words, M and E-proteins are necessary for assembling the virus. The S-protein is accountable for encouraging the entry of SARS-CoV-2 into the host cell and forming the crown-like structure hence the virus named “coronavirus”. Besides S-protein has two realms of S1 and S2 which are liable for attack, binding, and entry of the virus into host cells. The S1 has a receptor-binding domain (RBD) attached to angiotensin-converting enzyme 2 (ACE2) that is present on the surface of the human host cell. Besides, samples are highly associated with detection efficiency and precision. Up to now, samples from the upper respiratory tract (URT) such as throat swab, nasal swab, and deep throat saliva, lower respiratory tract (LRT) such as sputum and bronchoalveolar lavage fluid, feces, fibro bronchoscope brush biopsy, and blood are being examined. Furthermore, the nasopharyngeal or throat swab is practicable for diagnosis but the sampling procedure makes patients or suspected cases intolerable and caused coughing and sneezing which produces aerosol and developed a contagious environment for medical staff. Apart from these lots of patients have no sputum which is why sputum-prompting methods were utilized and outcomes indicated that sputum induction is more favorable for the investigation of SARS-CoV-2 RNA in convalescent patients, because of a simple, safer, and noninvasive way of detection. Instead of the respiratory tract, fecal specimens also have alike diagnostic accuracy to pharyngeal swabs. © 2022 Elsevier Inc. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-85129688180"
"Berger A.; Groh A.M.; Diaz D.; Canchola J.A.; Toptan T.; Ciesek S.; Jarem D.; Kuchta A.L.; Moonsamy P.; Vehreschild M.J.G.T.","Berger, Annemarie (7402970321); Groh, Ana M. (57683263200); Diaz, Damian (59152194000); Canchola, Jesse A. (60114431300); Toptan, Tuna (52164630400); Ciesek, Sandra (24824121500); Jarem, Daniel (57350289600); Kuchta, Alison L. (54079803500); Moonsamy, Priscilla (6603268715); Vehreschild, Maria J. G. T. (54080553200)","7402970321; 57683263200; 59152194000; 60114431300; 52164630400; 24824121500; 57350289600; 54079803500; 6603268715; 54080553200","Temporal Dynamics of SARS-CoV-2 Detection in Household Contacts: Divergences Between Time to First Positive Test, Symptom Onset, and Maximum Viral Load","2025","Infectious Diseases and Therapy","14","11","","2605","2617","0","10.1007/s40121-025-01235-x","https://www.scopus.com/pages/publications/105016849545?origin=resultslist","Introduction: Understanding the temporal dynamics of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection is crucial for optimizing diagnostic strategies. This prospective cohort study aimed to quantify the temporal viral transmission dynamics and biomarker profiles among households containing a SARS-CoV-2-positive index patient (IP) and uninfected household contacts (HHCs). Methods: IPs entered the study within 48 h after confirmation of SARS-CoV-2 through reverse transcription polymerase chain reaction (RT-PCR). During 10–13 follow-up visits at days 0–7, and every 3–4 days thereafter until day 30 (± 6 days), nasopharyngeal swab and saliva samples were collected from participants (IP and HHC), and quantified via RT-PCR. Viral loads were estimated from cycle threshold values using three independently validated reference curved. Temporal viral dynamics for HHCs were evaluated as median times to first positive test (Tf+), symptom onset (Tso), and peak viral load (Tpvl), using a within-host target cell-limited framework. Results: We prospectively screened 30 households with SARS-CoV-2-negative index cases; nine had a subsequent index-HHC conversion to PCR-positive, and 89 samples were generated. The results revealed a median Tf+ of 2 days, Tso of 4 days, and Tpvl of 5 days, which underscores significant gaps between viral detection and peak viral load. Nasal samples exhibited higher viral replication rates (β = 0.77/day) and prolonged virus production as compared to saliva samples, while infected cells in saliva cleared more rapidly (δ = 0.65 day−1 vs 0.25 day−1). Conclusion: These findings suggest that SARS-CoV-2 viral RNA is detectable before symptom onset, and emphasize the need for testing immediately after exposure with repeated testing in the first week. This study provides critical insights into the temporal interplay of viral kinetics, aiding the development of targeted diagnostic and public health interventions. Further research is needed to validate these findings across larger, diverse cohorts and evolving viral variants. Testing immediately after exposure, with repeat testing during the first week may improve case detection. © The Author(s) 2025.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105016849545"
"Tan G.S.E.; Gao C.Q.; Ow J.S.Y.; Tan T.T.; Ooi S.T.; Lin C.; Lin R.T.P.; Lee V.J.M.; Chan M.; Leo Y.S.; Vasoo S.","Tan, Glorijoy Shi En (57202011126); Gao, Christine Qiuhan (36171440500); Ow, Jievanda Shu Ying (58103232400); Tan, Thuan Thong (8959795200); Ooi, Say Tat (55994356200); Lin, Cui (57195484227); Lin, Raymond Tzer Pin (25932263200); Lee, Vernon Jian Ming (57216110768); Chan, Monica (35775087500); Leo, Yee Sin (7004240142); Vasoo, Shawn (57214288354)","57202011126; 36171440500; 58103232400; 8959795200; 55994356200; 57195484227; 25932263200; 57216110768; 35775087500; 7004240142; 57214288354","Results from a systematic programme of evaluating COVID-19 reinfection cases in the early phase of the pandemic, Singapore","2023","BMC Infectious Diseases","23","1","93","","","0","10.1186/s12879-023-08056-8","https://www.scopus.com/pages/publications/85148087911?origin=resultslist","Objectives: The objectives of this study were to describe the coronavirus disease caused by SARS-CoV-2 (COVID-19) reinfection evaluation algorithm used in the early phase of the pandemic in Singapore and analyze the clinical and laboratory characteristics of the cases evaluated. Methods: We performed a retrospective case-control analysis including all COVID-19 cases evaluated for possible reinfection under the local COVID-19 reinfection evaluation programme between 1 June 2020-30 June 2021. Whole genome sequencing (WGS) was used as confirmatory testing. We compared all reinfection (“RI”) cases against those who were evaluated but eventually assessed not to be reinfection (“non-RI”). Results: There were 74 possible reinfection cases evaluated through the programme, of which 32 were subsequently classified as RI. There was strong statistical evidence that RI cases had a longer interval between 1st and 2nd episode (mean 297 days; 95%-confidence interval (CI) 267–327) compared to non-RI cases (mean 186 days; 95%-CI 144–228). The cycle threshold (Ct) value of initial polymerase chain rection (PCR) at 2nd episode was also found to be significantly lower in RI cases (mean 23; 95%-CI 20–26) compared to non-RI cases (mean 34; 95%-CI 32–36). There was no significant difference in the proportion of individuals who had fever, acute respiratory symptoms or asymptomatic in both groups. Delta and beta variants were most commonly identified from WGS and provide indication of re-infection as these were not ‘wild-type’ and were not circulating during the time period of the index infection. Conclusions: Using a combination of serologic, microbiologic and genomic criteria to evaluate possible reinfection cases is useful and can provide a framework for evaluation that may be modified for future similar situations. © 2023, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85148087911"
